Using device: cuda
Train chunks: 80
Val chunks: 10
Test chunks: 10

Using FROBENIUS NORMALIZATION

============================================================
Training MLP Wide (v17 - Frobenius normalized)
Parameters: 5,288,352
Batch size: 64
============================================================

  chunk 68 final batch loss = 0.437697
  chunk 69 final batch loss = 0.623284
  chunk 70 final batch loss = 0.253601
  chunk 71 final batch loss = 0.711291
  chunk 72 final batch loss = 0.742231
  chunk 73 final batch loss = 0.411642
  chunk 74 final batch loss = 0.540569
  chunk 75 final batch loss = 0.238679
  chunk 76 final batch loss = 0.247621
  chunk 77 final batch loss = 0.439820
  chunk 78 final batch loss = 0.809833
  chunk 79 final batch loss = 0.620011
Validation loss: 0.466779
Saved BEST checkpoint
Epoch 25
  chunk 0 final batch loss = 0.777540
  chunk 1 final batch loss = 0.796869
  chunk 2 final batch loss = 0.424824
  chunk 3 final batch loss = 0.305657
  chunk 4 final batch loss = 0.743748
  chunk 5 final batch loss = 0.514752
  chunk 6 final batch loss = 0.227303
  chunk 7 final batch loss = 0.439333
  chunk 8 final batch loss = 0.358443
  chunk 9 final batch loss = 0.583790
  chunk 10 final batch loss = 0.444947
  chunk 11 final batch loss = 0.821708
  chunk 12 final batch loss = 0.738044
  chunk 13 final batch loss = 0.713994
  chunk 14 final batch loss = 0.433776
  chunk 15 final batch loss = 0.310345
  chunk 16 final batch loss = 0.292853
  chunk 17 final batch loss = 0.364623
  chunk 18 final batch loss = 0.594459
  chunk 19 final batch loss = 0.245444
  chunk 20 final batch loss = 0.810765
  chunk 21 final batch loss = 0.638247
  chunk 22 final batch loss = 0.770631
  chunk 23 final batch loss = 0.665217
  chunk 24 final batch loss = 0.803111
  chunk 25 final batch loss = 0.303774
  chunk 26 final batch loss = 0.805619
  chunk 27 final batch loss = 0.239185
  chunk 28 final batch loss = 0.262447
  chunk 29 final batch loss = 0.798702
  chunk 30 final batch loss = 0.316451
  chunk 31 final batch loss = 0.295590
  chunk 32 final batch loss = 0.714650
  chunk 33 final batch loss = 0.250765
  chunk 34 final batch loss = 0.392787
  chunk 35 final batch loss = 0.790352
  chunk 36 final batch loss = 0.667032
  chunk 37 final batch loss = 0.478636
  chunk 38 final batch loss = 0.255097
  chunk 39 final batch loss = 0.819149
  chunk 40 final batch loss = 0.277064
  chunk 41 final batch loss = 0.639439
  chunk 42 final batch loss = 0.250459
  chunk 43 final batch loss = 0.801025
  chunk 44 final batch loss = 0.337979
  chunk 45 final batch loss = 0.750107
  chunk 46 final batch loss = 0.243318
  chunk 47 final batch loss = 0.281842
  chunk 48 final batch loss = 0.304746
  chunk 49 final batch loss = 0.809379
  chunk 50 final batch loss = 0.648345
  chunk 51 final batch loss = 0.290942
  chunk 52 final batch loss = 0.240099
  chunk 53 final batch loss = 0.458371
  chunk 54 final batch loss = 0.334577
  chunk 55 final batch loss = 0.280090
  chunk 56 final batch loss = 0.710115
  chunk 57 final batch loss = 0.722473
  chunk 58 final batch loss = 0.635138
  chunk 59 final batch loss = 0.268277
  chunk 60 final batch loss = 0.675698
  chunk 61 final batch loss = 0.299966
  chunk 62 final batch loss = 0.335464
  chunk 63 final batch loss = 0.752559
  chunk 64 final batch loss = 0.784532
  chunk 65 final batch loss = 0.347179
  chunk 66 final batch loss = 0.637136
  chunk 67 final batch loss = 0.804820
  chunk 68 final batch loss = 0.449868
  chunk 69 final batch loss = 0.634884
  chunk 70 final batch loss = 0.251125
  chunk 71 final batch loss = 0.666249
  chunk 72 final batch loss = 0.699472
  chunk 73 final batch loss = 0.405704
  chunk 74 final batch loss = 0.507656
  chunk 75 final batch loss = 0.267848
  chunk 76 final batch loss = 0.248736
  chunk 77 final batch loss = 0.452531
  chunk 78 final batch loss = 0.778305
  chunk 79 final batch loss = 0.623213
Validation loss: 0.467024
No improvement for 1 epochs
Epoch 26
  chunk 0 final batch loss = 0.798126
  chunk 1 final batch loss = 0.795595
  chunk 2 final batch loss = 0.417132
  chunk 3 final batch loss = 0.309743
  chunk 4 final batch loss = 0.712127
  chunk 5 final batch loss = 0.512928
  chunk 6 final batch loss = 0.258283
  chunk 7 final batch loss = 0.441561
  chunk 8 final batch loss = 0.342215
  chunk 9 final batch loss = 0.628457
  chunk 10 final batch loss = 0.445378
  chunk 11 final batch loss = 0.820926
  chunk 12 final batch loss = 0.710780
  chunk 13 final batch loss = 0.716509
  chunk 14 final batch loss = 0.397267
  chunk 15 final batch loss = 0.305403
  chunk 16 final batch loss = 0.293797
  chunk 17 final batch loss = 0.414861
  chunk 18 final batch loss = 0.558302
  chunk 19 final batch loss = 0.264467
  chunk 20 final batch loss = 0.805240
  chunk 21 final batch loss = 0.690582
  chunk 22 final batch loss = 0.813632
  chunk 23 final batch loss = 0.667867
  chunk 24 final batch loss = 0.804429
  chunk 25 final batch loss = 0.312739
  chunk 26 final batch loss = 0.806139
  chunk 27 final batch loss = 0.238562
  chunk 28 final batch loss = 0.259244
  chunk 29 final batch loss = 0.797365
  chunk 30 final batch loss = 0.297807
  chunk 31 final batch loss = 0.313494
  chunk 32 final batch loss = 0.737810
  chunk 33 final batch loss = 0.251525
  chunk 34 final batch loss = 0.402695
  chunk 35 final batch loss = 0.776389
  chunk 36 final batch loss = 0.682317
  chunk 37 final batch loss = 0.481750
  chunk 38 final batch loss = 0.252634
  chunk 39 final batch loss = 0.818823
  chunk 40 final batch loss = 0.281214
  chunk 41 final batch loss = 0.699307
  chunk 42 final batch loss = 0.276386
  chunk 43 final batch loss = 0.801623
  chunk 44 final batch loss = 0.364735
  chunk 45 final batch loss = 0.726058
  chunk 46 final batch loss = 0.260639
  chunk 47 final batch loss = 0.248454
  chunk 48 final batch loss = 0.280028
  chunk 49 final batch loss = 0.819709
  chunk 50 final batch loss = 0.616575
  chunk 51 final batch loss = 0.308684
  chunk 52 final batch loss = 0.238112
  chunk 53 final batch loss = 0.512009
  chunk 54 final batch loss = 0.344689
  chunk 55 final batch loss = 0.272058
  chunk 56 final batch loss = 0.713154
  chunk 57 final batch loss = 0.743827
  chunk 58 final batch loss = 0.635670
  chunk 59 final batch loss = 0.258977
  chunk 60 final batch loss = 0.651601
  chunk 61 final batch loss = 0.322338
  chunk 62 final batch loss = 0.293598
  chunk 63 final batch loss = 0.754772
  chunk 64 final batch loss = 0.767699
  chunk 65 final batch loss = 0.373437
  chunk 66 final batch loss = 0.616115
  chunk 67 final batch loss = 0.815606
  chunk 68 final batch loss = 0.367801
  chunk 69 final batch loss = 0.657483
  chunk 70 final batch loss = 0.252463
  chunk 71 final batch loss = 0.673977
  chunk 72 final batch loss = 0.711787
  chunk 73 final batch loss = 0.385934
  chunk 74 final batch loss = 0.495440
  chunk 75 final batch loss = 0.242240
  chunk 76 final batch loss = 0.243691
  chunk 77 final batch loss = 0.470884
  chunk 78 final batch loss = 0.816855
  chunk 79 final batch loss = 0.638108
Validation loss: 0.464984
Saved BEST checkpoint
Epoch 27
  chunk 0 final batch loss = 0.789788
  chunk 1 final batch loss = 0.786472
  chunk 2 final batch loss = 0.408148
  chunk 3 final batch loss = 0.294652
  chunk 4 final batch loss = 0.764012
  chunk 5 final batch loss = 0.565189
  chunk 6 final batch loss = 0.247346
  chunk 7 final batch loss = 0.435690
  chunk 8 final batch loss = 0.348676
  chunk 9 final batch loss = 0.616958
  chunk 10 final batch loss = 0.436136
  chunk 11 final batch loss = 0.828135
  chunk 12 final batch loss = 0.698285
  chunk 13 final batch loss = 0.718620
  chunk 14 final batch loss = 0.450856
  chunk 15 final batch loss = 0.301969
  chunk 16 final batch loss = 0.302495
  chunk 17 final batch loss = 0.393586
  chunk 18 final batch loss = 0.556467
  chunk 19 final batch loss = 0.267260
  chunk 20 final batch loss = 0.800857
  chunk 21 final batch loss = 0.654048
  chunk 22 final batch loss = 0.754141
  chunk 23 final batch loss = 0.666266
  chunk 24 final batch loss = 0.759966
  chunk 25 final batch loss = 0.272694
  chunk 26 final batch loss = 0.782862
  chunk 27 final batch loss = 0.230105
  chunk 28 final batch loss = 0.271078
  chunk 29 final batch loss = 0.798319
  chunk 30 final batch loss = 0.303168
  chunk 31 final batch loss = 0.297173
  chunk 32 final batch loss = 0.733410
  chunk 33 final batch loss = 0.226449
  chunk 34 final batch loss = 0.407402
  chunk 35 final batch loss = 0.790941
  chunk 36 final batch loss = 0.676397
  chunk 37 final batch loss = 0.464594
  chunk 38 final batch loss = 0.236003
  chunk 39 final batch loss = 0.822659
  chunk 40 final batch loss = 0.284853
  chunk 41 final batch loss = 0.624715
  chunk 42 final batch loss = 0.263542
  chunk 43 final batch loss = 0.800004
  chunk 44 final batch loss = 0.346326
  chunk 45 final batch loss = 0.743856
  chunk 46 final batch loss = 0.258953
  chunk 47 final batch loss = 0.256177
  chunk 48 final batch loss = 0.305983
  chunk 49 final batch loss = 0.797415
  chunk 50 final batch loss = 0.710698
  chunk 51 final batch loss = 0.294708
  chunk 52 final batch loss = 0.257738
  chunk 53 final batch loss = 0.522409
  chunk 54 final batch loss = 0.339704
  chunk 55 final batch loss = 0.282369
  chunk 56 final batch loss = 0.722300
  chunk 57 final batch loss = 0.729562
  chunk 58 final batch loss = 0.669635
  chunk 59 final batch loss = 0.243797
  chunk 60 final batch loss = 0.641276
  chunk 61 final batch loss = 0.312118
  chunk 62 final batch loss = 0.298419
  chunk 63 final batch loss = 0.766375
  chunk 64 final batch loss = 0.772991
  chunk 65 final batch loss = 0.337986
  chunk 66 final batch loss = 0.627606
  chunk 67 final batch loss = 0.796602
  chunk 68 final batch loss = 0.431820
  chunk 69 final batch loss = 0.638788
  chunk 70 final batch loss = 0.250568
  chunk 71 final batch loss = 0.677466
  chunk 72 final batch loss = 0.718581
  chunk 73 final batch loss = 0.373643
  chunk 74 final batch loss = 0.476549
  chunk 75 final batch loss = 0.272000
  chunk 76 final batch loss = 0.239323
  chunk 77 final batch loss = 0.432760
  chunk 78 final batch loss = 0.788137
  chunk 79 final batch loss = 0.604753
Validation loss: 0.464463
Saved BEST checkpoint
Epoch 28
  chunk 0 final batch loss = 0.815565
  chunk 1 final batch loss = 0.789999
  chunk 2 final batch loss = 0.406069
  chunk 3 final batch loss = 0.300042
  chunk 4 final batch loss = 0.742274
  chunk 5 final batch loss = 0.523091
  chunk 6 final batch loss = 0.231947
  chunk 7 final batch loss = 0.431919
  chunk 8 final batch loss = 0.342547
  chunk 9 final batch loss = 0.584168
  chunk 10 final batch loss = 0.468854
  chunk 11 final batch loss = 0.815470
  chunk 12 final batch loss = 0.739726
  chunk 13 final batch loss = 0.702658
  chunk 14 final batch loss = 0.419315
  chunk 15 final batch loss = 0.282679
  chunk 16 final batch loss = 0.304798
  chunk 17 final batch loss = 0.400657
  chunk 18 final batch loss = 0.646991
  chunk 19 final batch loss = 0.262243
  chunk 20 final batch loss = 0.784072
  chunk 21 final batch loss = 0.653495
  chunk 22 final batch loss = 0.772909
  chunk 23 final batch loss = 0.643359
  chunk 24 final batch loss = 0.793112
  chunk 25 final batch loss = 0.302169
  chunk 26 final batch loss = 0.779043
  chunk 27 final batch loss = 0.235345
  chunk 28 final batch loss = 0.253996
  chunk 29 final batch loss = 0.812026
  chunk 30 final batch loss = 0.316983
  chunk 31 final batch loss = 0.298747
  chunk 32 final batch loss = 0.722892
  chunk 33 final batch loss = 0.263143
  chunk 34 final batch loss = 0.383670
  chunk 35 final batch loss = 0.803946
  chunk 36 final batch loss = 0.686007
  chunk 37 final batch loss = 0.541457
  chunk 38 final batch loss = 0.272051
  chunk 39 final batch loss = 0.822184
  chunk 40 final batch loss = 0.249464
  chunk 41 final batch loss = 0.649622
  chunk 42 final batch loss = 0.268418
  chunk 43 final batch loss = 0.795726
  chunk 44 final batch loss = 0.347687
  chunk 45 final batch loss = 0.741365
  chunk 46 final batch loss = 0.241919
  chunk 47 final batch loss = 0.232747
  chunk 48 final batch loss = 0.321263
  chunk 49 final batch loss = 0.753331
  chunk 50 final batch loss = 0.580623
  chunk 51 final batch loss = 0.318587
  chunk 52 final batch loss = 0.247834
  chunk 53 final batch loss = 0.472630
  chunk 54 final batch loss = 0.331577
  chunk 55 final batch loss = 0.260888
  chunk 56 final batch loss = 0.723325
  chunk 57 final batch loss = 0.739032
  chunk 58 final batch loss = 0.637111
  chunk 59 final batch loss = 0.246931
  chunk 60 final batch loss = 0.619377
  chunk 61 final batch loss = 0.307839
  chunk 62 final batch loss = 0.316592
  chunk 63 final batch loss = 0.770661
  chunk 64 final batch loss = 0.782670
  chunk 65 final batch loss = 0.362787
  chunk 66 final batch loss = 0.673001
  chunk 67 final batch loss = 0.796515
  chunk 68 final batch loss = 0.416240
  chunk 69 final batch loss = 0.618871
  chunk 70 final batch loss = 0.260186
  chunk 71 final batch loss = 0.594445
  chunk 72 final batch loss = 0.675226
  chunk 73 final batch loss = 0.355412
  chunk 74 final batch loss = 0.483766
  chunk 75 final batch loss = 0.251144
  chunk 76 final batch loss = 0.224920
  chunk 77 final batch loss = 0.417650
  chunk 78 final batch loss = 0.775217
  chunk 79 final batch loss = 0.620656
Validation loss: 0.464032
Saved BEST checkpoint
Epoch 29
  chunk 0 final batch loss = 0.789865
  chunk 1 final batch loss = 0.786505
  chunk 2 final batch loss = 0.395222
  chunk 3 final batch loss = 0.290369
  chunk 4 final batch loss = 0.748425
  chunk 5 final batch loss = 0.549664
  chunk 6 final batch loss = 0.254968
  chunk 7 final batch loss = 0.355435
  chunk 8 final batch loss = 0.325553
  chunk 9 final batch loss = 0.599143
  chunk 10 final batch loss = 0.405550
  chunk 11 final batch loss = 0.826294
  chunk 12 final batch loss = 0.724978
  chunk 13 final batch loss = 0.713039
  chunk 14 final batch loss = 0.386576
  chunk 15 final batch loss = 0.330199
  chunk 16 final batch loss = 0.309887
  chunk 17 final batch loss = 0.398918
  chunk 18 final batch loss = 0.633725
  chunk 19 final batch loss = 0.248435
  chunk 20 final batch loss = 0.806765
  chunk 21 final batch loss = 0.667265
  chunk 22 final batch loss = 0.784472
  chunk 23 final batch loss = 0.663277
  chunk 24 final batch loss = 0.777001
  chunk 25 final batch loss = 0.308306
  chunk 26 final batch loss = 0.796751
  chunk 27 final batch loss = 0.248635
  chunk 28 final batch loss = 0.251477
  chunk 29 final batch loss = 0.800492
  chunk 30 final batch loss = 0.307765
  chunk 31 final batch loss = 0.283944
  chunk 32 final batch loss = 0.697438
  chunk 33 final batch loss = 0.242142
  chunk 34 final batch loss = 0.421980
  chunk 35 final batch loss = 0.794878
  chunk 36 final batch loss = 0.617579
  chunk 37 final batch loss = 0.539476
  chunk 38 final batch loss = 0.255130
  chunk 39 final batch loss = 0.813108
  chunk 40 final batch loss = 0.267516
  chunk 41 final batch loss = 0.633243
  chunk 42 final batch loss = 0.257515
  chunk 43 final batch loss = 0.777268
  chunk 44 final batch loss = 0.370845
  chunk 45 final batch loss = 0.738406
  chunk 46 final batch loss = 0.235657
  chunk 47 final batch loss = 0.257718
  chunk 48 final batch loss = 0.312544
  chunk 49 final batch loss = 0.795192
  chunk 50 final batch loss = 0.636204
  chunk 51 final batch loss = 0.282523
  chunk 52 final batch loss = 0.232597
  chunk 53 final batch loss = 0.522980
  chunk 54 final batch loss = 0.332305
  chunk 55 final batch loss = 0.258262
  chunk 56 final batch loss = 0.716651
  chunk 57 final batch loss = 0.766346
  chunk 58 final batch loss = 0.664855
  chunk 59 final batch loss = 0.262692
  chunk 60 final batch loss = 0.683424
  chunk 61 final batch loss = 0.314928
  chunk 62 final batch loss = 0.287595
  chunk 63 final batch loss = 0.763484
  chunk 64 final batch loss = 0.773210
  chunk 65 final batch loss = 0.373242
  chunk 66 final batch loss = 0.648004
  chunk 67 final batch loss = 0.779148
  chunk 68 final batch loss = 0.395632
  chunk 69 final batch loss = 0.625284
  chunk 70 final batch loss = 0.260732
  chunk 71 final batch loss = 0.642754
  chunk 72 final batch loss = 0.692777
  chunk 73 final batch loss = 0.410191
  chunk 74 final batch loss = 0.513967
  chunk 75 final batch loss = 0.278859
  chunk 76 final batch loss = 0.235839
  chunk 77 final batch loss = 0.406584
  chunk 78 final batch loss = 0.801355
  chunk 79 final batch loss = 0.618559
Validation loss: 0.466256
No improvement for 1 epochs
Epoch 30
  chunk 0 final batch loss = 0.793581
  chunk 1 final batch loss = 0.793974
  chunk 2 final batch loss = 0.345017
  chunk 3 final batch loss = 0.305130
  chunk 4 final batch loss = 0.776421
  chunk 5 final batch loss = 0.519865
  chunk 6 final batch loss = 0.249174
  chunk 7 final batch loss = 0.441653
